להסתדרות	1927	1	1	1
מאחורי	1927	1	1	1
גבו	1927	1	1	1
להסתדרות	1929	1	1	1
מאחורי	1929	1	1	1
גבו	1929	1	1	1
להסתדרות	1932	1	1	1
מאחורי	1932	1	1	1
גבו	1932	1	1	1
להסתדרות	1935	1	1	1
מאחורי	1935	1	1	1
גבו	1935	1	1	1
להסתדרות	1936	2	2	2
מאחורי	1936	2	2	2
גבו	1936	2	2	2
להסתדרות	1938	2	2	2
מאחורי	1938	2	2	2
גבו	1938	2	2	2
להסתדרות	1939	2	2	2
מאחורי	1939	2	2	2
גבו	1939	2	2	2
להסתדרות	1942	2	2	2
מאחורי	1942	2	2	2
גבו	1942	2	2	2
להסתדרות	1943	1	1	1
מאחורי	1943	1	1	1
גבו	1943	1	1	1
להסתדרות	1944	1	1	1
מאחורי	1944	1	1	1
גבו	1944	1	1	1
להסתדרות	1946	2	2	1
מאחורי	1946	2	2	1
גבו	1946	2	2	1
להסתדרות	1947	1	1	1
מאחורי	1947	1	1	1
גבו	1947	1	1	1
להסתדרות	1950	3	3	3
מאחורי	1950	3	3	3
גבו	1950	3	3	3
להסתדרות	1951	2	2	2
מאחורי	1951	2	2	2
גבו	1951	2	2	2
להסתדרות	1954	2	2	2
מאחורי	1954	2	2	2
גבו	1954	2	2	2
להסתדרות	1955	1	1	1
מאחורי	1955	1	1	1
גבו	1955	1	1	1
להסתדרות	1957	1	1	1
מאחורי	1957	1	1	1
גבו	1957	1	1	1
להסתדרות	1958	2	2	2
מאחורי	1958	2	2	2
גבו	1958	2	2	2
להסתדרות	1960	2	2	2
מאחורי	1960	2	2	2
גבו	1960	2	2	2
להסתדרות	1961	1	1	1
מאחורי	1961	1	1	1
גבו	1961	1	1	1
להסתדרות	1962	1	1	1
מאחורי	1962	1	1	1
גבו	1962	1	1	1
להסתדרות	1965	1	1	1
מאחורי	1965	1	1	1
גבו	1965	1	1	1
להסתדרות	1966	2	2	2
מאחורי	1966	2	2	2
גבו	1966	2	2	2
להסתדרות	1967	3	3	3
מאחורי	1967	3	3	3
גבו	1967	3	3	3
להסתדרות	1968	3	3	2
מאחורי	1968	3	3	2
גבו	1968	3	3	2
להסתדרות	1969	2	2	1
מאחורי	1969	2	2	1
גבו	1969	2	2	1
להסתדרות	1971	1	1	1
מאחורי	1971	1	1	1
גבו	1971	1	1	1
להסתדרות	1973	1	1	1
מאחורי	1973	1	1	1
גבו	1973	1	1	1
להסתדרות	1975	1	1	1
מאחורי	1975	1	1	1
גבו	1975	1	1	1
להסתדרות	1976	1	1	1
מאחורי	1976	1	1	1
גבו	1976	1	1	1
להסתדרות	1980	1	1	1
מאחורי	1980	1	1	1
גבו	1980	1	1	1
להסתדרות	1981	2	2	2
מאחורי	1981	2	2	2
גבו	1981	2	2	2
להסתדרות	1982	1	1	1
מאחורי	1982	1	1	1
גבו	1982	1	1	1
להסתדרות	1983	2	2	2
מאחורי	1983	2	2	2
גבו	1983	2	2	2
להסתדרות	1986	1	1	1
מאחורי	1986	1	1	1
גבו	1986	1	1	1
להסתדרות	1987	1	1	1
מאחורי	1987	1	1	1
גבו	1987	1	1	1
להסתדרות	1990	5	5	5
מאחורי	1990	5	5	5
גבו	1990	5	5	5
להסתדרות	1995	1	1	1
מאחורי	1995	1	1	1
גבו	1995	1	1	1
להסתדרות	1996	1	1	1
מאחורי	1996	1	1	1
גבו	1996	1	1	1
להסתדרות	2000	2	2	2
מאחורי	2000	2	2	2
גבו	2000	2	2	2
להסתדרות	2002	1	1	1
מאחורי	2002	1	1	1
גבו	2002	1	1	1
להסתדרות	2003	3	3	3
מאחורי	2003	3	3	3
גבו	2003	3	3	3
להסתדרות	2006	2	2	2
מאחורי	2006	2	2	2
גבו	2006	2	2	2
להסתתר	1930	1	1	1
מאחורי	1930	1	1	1
גבו	1930	1	1	1
להסתתר	1933	1	1	1
מאחורי	1933	1	1	1
גבו	1933	1	1	1
להסתתר	1934	1	1	1
מאחורי	1934	1	1	1
גבו	1934	1	1	1
להסתתר	1935	1	1	1
מאחורי	1935	1	1	1
גבו	1935	1	1	1
להסתתר	1939	1	1	1
מאחורי	1939	1	1	1
גבו	1939	1	1	1
להסתתר	1953	1	1	1
מאחורי	1953	1	1	1
גבו	1953	1	1	1
להסתתר	1956	2	2	2
מאחורי	1956	2	2	2
גבו	1956	2	2	2
להסתתר	1960	2	2	2
מאחורי	1960	2	2	2
גבו	1960	2	2	2
להסתתר	1962	2	2	2
מאחורי	1962	2	2	2
גבו	1962	2	2	2
להסתתר	1963	2	2	2
מאחורי	1963	2	2	2
גבו	1963	2	2	2
להסתתר	1969	4	4	2
מאחורי	1969	4	4	2
גבו	1969	4	4	2
להסתתר	1971	2	2	2
מאחורי	1971	2	2	2
גבו	1971	2	2	2
להסתתר	1975	1	1	1
מאחורי	1975	1	1	1
גבו	1975	1	1	1
להסתתר	1977	2	2	2
מאחורי	1977	2	2	2
גבו	1977	2	2	2
להסתתר	1978	2	2	2
מאחורי	1978	2	2	2
גבו	1978	2	2	2
להסתתר	1981	2	2	2
מאחורי	1981	2	2	2
גבו	1981	2	2	2
להסתתר	1982	1	1	1
מאחורי	1982	1	1	1
גבו	1982	1	1	1
להסתתר	1983	2	2	2
מאחורי	1983	2	2	2
גבו	1983	2	2	2
להסתתר	1984	1	1	1
מאחורי	1984	1	1	1
גבו	1984	1	1	1
להסתתר	1985	2	2	2
מאחורי	1985	2	2	2
גבו	1985	2	2	2
להסתתר	1986	2	2	2
מאחורי	1986	2	2	2
גבו	1986	2	2	2
להסתתר	1987	2	2	2
מאחורי	1987	2	2	2
גבו	1987	2	2	2
להסתתר	1991	1	1	1
מאחורי	1991	1	1	1
גבו	1991	1	1	1
להסתתר	1992	1	1	1
מאחורי	1992	1	1	1
גבו	1992	1	1	1
להסתתר	1995	1	1	1
מאחורי	1995	1	1	1
גבו	1995	1	1	1
להסתתר	1996	1	1	1
מאחורי	1996	1	1	1
גבו	1996	1	1	1
להסתתר	1997	1	1	1
מאחורי	1997	1	1	1
גבו	1997	1	1	1
להסתתר	2002	10	10	3
מאחורי	2002	10	10	3
גבו	2002	10	10	3
להסתתר	2003	1	1	1
מאחורי	2003	1	1	1
גבו	2003	1	1	1
להסתתר	2004	1	1	1
מאחורי	2004	1	1	1
גבו	2004	1	1	1
להסתתר	2006	1	1	1
מאחורי	2006	1	1	1
גבו	2006	1	1	1
להסתתר	2007	3	3	3
מאחורי	2007	3	3	3
גבו	2007	3	3	3
להעביר	1950	2	2	2
ארצה	1950	2	2	2
את	1950	2	2	2
להעביר	1953	2	2	2
ארצה	1953	2	2	2
את	1953	2	2	2
להעביר	1954	1	1	1
ארצה	1954	1	1	1
את	1954	1	1	1
להעביר	1955	1	1	1
ארצה	1955	1	1	1
את	1955	1	1	1
להעביר	1956	1	1	1
ארצה	1956	1	1	1
את	1956	1	1	1
להעביר	1958	2	2	2
ארצה	1958	2	2	2
את	1958	2	2	2
להעביר	1961	1	1	1
ארצה	1961	1	1	1
את	1961	1	1	1
להעביר	1966	4	4	4
ארצה	1966	4	4	4
את	1966	4	4	4
להעביר	1973	4	4	2
ארצה	1973	4	4	2
את	1973	4	4	2
להעביר	1975	1	1	1
ארצה	1975	1	1	1
את	1975	1	1	1
להעביר	1979	1	1	1
ארצה	1979	1	1	1
את	1979	1	1	1
להעביר	1980	2	2	2
ארצה	1980	2	2	2
את	1980	2	2	2
להעביר	1981	1	1	1
ארצה	1981	1	1	1
את	1981	1	1	1
להעביר	1982	1	1	1
ארצה	1982	1	1	1
את	1982	1	1	1
להעביר	1983	2	2	1
ארצה	1983	2	2	1
את	1983	2	2	1
להעביר	1986	3	3	3
ארצה	1986	3	3	3
את	1986	3	3	3
להעביר	1987	1	1	1
ארצה	1987	1	1	1
את	1987	1	1	1
להעביר	1989	1	1	1
ארצה	1989	1	1	1
את	1989	1	1	1
להעביר	1991	3	2	1
ארצה	1991	3	2	1
את	1991	3	2	1
להעביר	1992	1	1	1
ארצה	1992	1	1	1
את	1992	1	1	1
להעביר	1993	3	3	3
ארצה	1993	3	3	3
את	1993	3	3	3
להעביר	1996	3	3	3
ארצה	1996	3	3	3
את	1996	3	3	3
להעביר	1997	2	2	2
ארצה	1997	2	2	2
את	1997	2	2	2
להעביר	1998	1	1	1
ארצה	1998	1	1	1
את	1998	1	1	1
להעביר	1999	8	8	8
ארצה	1999	8	8	8
את	1999	8	8	8
להעביר	2000	1	1	1
ארצה	2000	1	1	1
את	2000	1	1	1
להעביר	2001	1	1	1
ארצה	2001	1	1	1
את	2001	1	1	1
להעביר	2004	6	6	4
ארצה	2004	6	6	4
את	2004	6	6	4
להעביר	2005	2	2	2
ארצה	2005	2	2	2
את	2005	2	2	2
להעביר	1899	1	1	1
את	1899	1	1	1
קצרה	1899	1	1	1
להעביר	1923	3	3	1
את	1923	3	3	1
קצרה	1923	3	3	1
להעביר	1931	2	2	2
את	1931	2	2	2
קצרה	1931	2	2	2
להעביר	1945	4	4	4
את	1945	4	4	4
קצרה	1945	4	4	4
להעביר	1946	2	2	2
את	1946	2	2	2
קצרה	1946	2	2	2
להעביר	1949	4	2	2
את	1949	4	2	2
קצרה	1949	4	2	2
להעביר	1950	1	1	1
את	1950	1	1	1
קצרה	1950	1	1	1
להעביר	1951	2	2	2
את	1951	2	2	2
קצרה	1951	2	2	2
להעביר	1952	2	2	2
את	1952	2	2	2
קצרה	1952	2	2	2
להעביר	1954	1	1	1
את	1954	1	1	1
קצרה	1954	1	1	1
להעביר	1955	5	5	4
את	1955	5	5	4
קצרה	1955	5	5	4
להעביר	1956	2	2	2
את	1956	2	2	2
קצרה	1956	2	2	2
להעביר	1957	1	1	1
את	1957	1	1	1
קצרה	1957	1	1	1
להעביר	1958	1	1	1
את	1958	1	1	1
קצרה	1958	1	1	1
להעביר	1959	1	1	1
את	1959	1	1	1
קצרה	1959	1	1	1
להעביר	1961	1	1	1
את	1961	1	1	1
קצרה	1961	1	1	1
להעביר	1962	2	2	2
את	1962	2	2	2
קצרה	1962	2	2	2
להעביר	1965	3	3	3
את	1965	3	3	3
קצרה	1965	3	3	3
להעביר	1966	4	4	4
את	1966	4	4	4
קצרה	1966	4	4	4
להעביר	1967	1	1	1
את	1967	1	1	1
קצרה	1967	1	1	1
להעביר	1968	7	7	7
את	1968	7	7	7
קצרה	1968	7	7	7
להעביר	1969	3	3	3
את	1969	3	3	3
קצרה	1969	3	3	3
להעביר	1971	1	1	1
את	1971	1	1	1
קצרה	1971	1	1	1
להעביר	1973	5	5	5
את	1973	5	5	5
קצרה	1973	5	5	5
להעביר	1974	4	4	4
את	1974	4	4	4
קצרה	1974	4	4	4
להעביר	1976	1	1	1
את	1976	1	1	1
קצרה	1976	1	1	1
להעביר	1977	1	1	1
את	1977	1	1	1
קצרה	1977	1	1	1
להעביר	1978	4	4	4
את	1978	4	4	4
קצרה	1978	4	4	4
להעביר	1979	2	2	2
את	1979	2	2	2
קצרה	1979	2	2	2
להעביר	1980	3	3	3
את	1980	3	3	3
קצרה	1980	3	3	3
להעביר	1981	3	3	3
את	1981	3	3	3
קצרה	1981	3	3	3
להעביר	1982	1	1	1
את	1982	1	1	1
קצרה	1982	1	1	1
להעביר	1983	4	4	3
את	1983	4	4	3
קצרה	1983	4	4	3
להעביר	1984	8	8	8
את	1984	8	8	8
קצרה	1984	8	8	8
להעביר	1985	3	3	3
את	1985	3	3	3
קצרה	1985	3	3	3
להעביר	1986	3	3	3
את	1986	3	3	3
קצרה	1986	3	3	3
להעביר	1987	2	2	2
את	1987	2	2	2
קצרה	1987	2	2	2
להעביר	1988	2	2	2
את	1988	2	2	2
קצרה	1988	2	2	2
להעביר	1989	1	1	1
את	1989	1	1	1
קצרה	1989	1	1	1
להעביר	1990	5	5	5
את	1990	5	5	5
קצרה	1990	5	5	5
להעביר	1991	3	3	3
את	1991	3	3	3
קצרה	1991	3	3	3
להעביר	1992	10	7	6
את	1992	10	7	6
קצרה	1992	10	7	6
להעביר	1993	2	2	2
את	1993	2	2	2
קצרה	1993	2	2	2
להעביר	1995	2	2	2
את	1995	2	2	2
קצרה	1995	2	2	2
להעביר	1996	5	5	4
את	1996	5	5	4
קצרה	1996	5	5	4
להעביר	1998	2	2	2
את	1998	2	2	2
קצרה	1998	2	2	2
להעביר	1999	2	2	2
את	1999	2	2	2
קצרה	1999	2	2	2
להעביר	2000	2	2	2
את	2000	2	2	2
קצרה	2000	2	2	2
להעביר	2001	6	6	6
את	2001	6	6	6
קצרה	2001	6	6	6
להעביר	2002	4	4	3
את	2002	4	4	3
קצרה	2002	4	4	3
להעביר	2003	5	5	5
את	2003	5	5	5
קצרה	2003	5	5	5
להעביר	2004	6	6	6
את	2004	6	6	6
קצרה	2004	6	6	6
להעביר	2005	2	2	2
את	2005	2	2	2
קצרה	2005	2	2	2
להעביר	2006	4	4	4
את	2006	4	4	4
קצרה	2006	4	4	4
להעביר	2008	1	1	1
את	2008	1	1	1
קצרה	2008	1	1	1
להעיר	1874	1	1	1
הערה	1874	1	1	1
קצרה	1874	1	1	1
להעיר	1893	1	1	1
הערה	1893	1	1	1
קצרה	1893	1	1	1
להעיר	1924	1	1	1
הערה	1924	1	1	1
קצרה	1924	1	1	1
להעיר	1933	1	1	1
הערה	1933	1	1	1
קצרה	1933	1	1	1
להעיר	1935	1	1	1
הערה	1935	1	1	1
קצרה	1935	1	1	1
להעיר	1936	1	1	1
הערה	1936	1	1	1
קצרה	1936	1	1	1
להעיר	1937	1	1	1
הערה	1937	1	1	1
קצרה	1937	1	1	1
להעיר	1941	1	1	1
הערה	1941	1	1	1
קצרה	1941	1	1	1
להעיר	1945	1	1	1
הערה	1945	1	1	1
קצרה	1945	1	1	1
להעיר	1946	2	2	2
הערה	1946	2	2	2
קצרה	1946	2	2	2
להעיר	1949	1	1	1
הערה	1949	1	1	1
קצרה	1949	1	1	1
להעיר	1950	2	2	2
הערה	1950	2	2	2
קצרה	1950	2	2	2
להעיר	1951	2	2	1
הערה	1951	2	2	1
קצרה	1951	2	2	1
להעיר	1952	2	2	1
הערה	1952	2	2	1
קצרה	1952	2	2	1
להעיר	1956	3	3	2
הערה	1956	3	3	2
קצרה	1956	3	3	2
להעיר	1957	1	1	1
